이닝,공격팀구분,타자명,투수명,투구ID,상대타석내구수,구종(stuff),구속(speed),좌우위치(crossPlateX),상하위치(crossPlateY),S존상단(topSz),S존하단(bottomSz),타자타석방향(stance),초속X(vx0),초속Y(vy0),초속Z(vz0),가속도X(ax),가속도Y(ay),가속도Z(az),텍스트로그
8,Away,황영묵,장재혁,260506_204851,1,직구,142.0,-2.81395,0.7083,3.272,1.587,L,-2.11033,-126.957,-6.10747,-6.84439,23.16,-23.9823,황영묵 : 2루수 땅볼 아웃 (2루수->1루수 송구아웃)
8,Away,김태연,장재혁,260506_204353,2,직구,145.0,0.643392,0.7083,3.232,1.568,R,6.29043,-130.062,-6.37543,-9.83127,26.3473,-20.1191,김태연 : 볼넷
8,Away,최재훈,장재혁,260506_204624,2,슬라이더,130.0,0.51378,0.7083,3.261,1.582,R,4.29273,-116.553,-0.808886,-6.22757,20.0806,-39.6196,최재훈 : 3루수 땅볼 아웃 (3루수->1루수 송구아웃)
8,Away,N/A,장재혁,260506_204719,2,슬라이더,132.0,1.03718,0.7083,3.36,1.63,R,5.11006,-118.778,-4.08886,-2.47241,23.0035,-36.1888,
8,Away,황영묵,장재혁,260506_204936,2,직구,143.0,-0.26609,0.7083,3.272,1.587,L,2.96192,-128.159,-6.95959,-4.55983,24.8079,-23.0855,황영묵 : 2루수 땅볼 아웃 (2루수->1루수 송구아웃)
8,Away,김태연,장재혁,260506_204413,3,직구,146.0,1.38655,0.7083,3.232,1.568,R,7.01705,-130.345,-9.44465,-6.77953,26.7434,-19.0406,김태연 : 볼넷
8,Away,N/A,장재혁,260506_204745,3,슬라이더,131.0,0.3145,0.7083,3.36,1.63,R,4.21357,-117.402,1.33798,-5.28188,18.3209,-38.8996,
8,Away,황영묵,장재혁,260506_204957,3,직구,142.0,0.02971,0.7083,3.272,1.587,L,3.72587,-127.491,0.382999,-2.92406,25.2546,-29.4662,황영묵 : 2루수 땅볼 아웃 (2루수->1루수 송구아웃)
8,Away,김태연,장재혁,260506_204436,4,직구,145.0,-0.059103,0.7083,3.232,1.568,R,4.61979,-129.344,-7.0843,-9.01829,24.1478,-22.6898,김태연 : 볼넷
8,Away,황영묵,장재혁,260506_205019,4,직구,142.0,0.928724,0.7083,3.272,1.587,L,5.26646,-127.702,-4.5764,-2.12673,26.6132,-25.6586,황영묵 : 2루수 땅볼 아웃 (2루수->1루수 송구아웃)
8,Away,황영묵,장재혁,260506_205103,5,직구,143.0,0.941354,0.7083,3.272,1.587,L,6.25489,-128.461,-3.0864,-6.84731,26.5276,-26.0359,황영묵 : 2루수 땅볼 아웃 (2루수->1루수 송구아웃)
8,Away,황영묵,장재혁,260506_205139,6,직구,143.0,-0.104429,0.7083,3.272,1.587,L,3.027,-128.605,-1.33528,-3.13779,25.8028,-22.7552,황영묵 : 2루수 땅볼 아웃 (2루수->1루수 송구아웃)
8,Away,황영묵,장재혁,260506_205237,7,직구,144.0,0.307709,0.7083,3.272,1.587,L,4.75588,-128.529,-3.36384,-6.03893,25.7618,-16.2478,황영묵 : 2루수 땅볼 아웃 (2루수->1루수 송구아웃)
8,Home,김호령,이민우,260506_205502,1,투심,141.0,0.439772,0.7083,3.311,1.606,R,7.1057,-126.591,-7.24265,-18.159,23.0398,-19.4148,김호령 : 3루수 땅볼 아웃 (3루수->1루수 송구아웃)
8,Home,김선빈,이민우,260506_205630,1,투심,140.0,0.004349,0.7083,3.045,1.477,R,4.50736,-124.5,-5.57276,-13.5666,20.9595,-21.7087,김선빈 : 유격수 땅볼 아웃 (유격수->1루수 송구아웃)
8,Home,김도영,이민우,260506_205725,1,커브,120.0,0.576866,0.7083,3.342,1.621,R,2.57159,-108.053,5.59542,4.14561,17.7371,-44.0995,김도영 : 삼진 아웃
8,Home,김호령,이민우,260506_205515,2,커터,137.0,0.948801,0.7083,3.311,1.606,R,4.96023,-122.758,-9.24628,-0.989345,21.1685,-23.9683,김호령 : 3루수 땅볼 아웃 (3루수->1루수 송구아웃)
8,Home,김선빈,이민우,260506_205646,2,투심,144.0,0.161724,0.7083,3.045,1.477,R,5.94167,-128.574,-6.47379,-15.5581,26.6531,-23.6068,김선빈 : 유격수 땅볼 아웃 (유격수->1루수 송구아웃)
8,Home,김도영,이민우,260506_205742,2,투심,142.0,-0.790019,0.7083,3.342,1.621,R,3.92541,-127.585,-3.24808,-15.4094,22.5042,-23.5408,김도영 : 삼진 아웃
8,Home,김호령,이민우,260506_205535,3,커터,137.0,-0.031943,0.7083,3.311,1.606,R,3.72408,-122.327,-5.8786,-3.94395,19.973,-27.4623,김호령 : 3루수 땅볼 아웃 (3루수->1루수 송구아웃)
8,Home,김도영,이민우,260506_205802,3,커터,137.0,0.500493,0.7083,3.342,1.621,R,3.82862,-123.783,-3.90219,0.01515,20.5211,-28.9266,김도영 : 삼진 아웃
8,Home,김호령,이민우,260506_205553,4,커터,139.0,0.250962,0.7083,3.311,1.606,R,4.71739,-125.182,-3.51574,-5.02268,24.6618,-28.7807,김호령 : 3루수 땅볼 아웃 (3루수->1루수 송구아웃)
8,Home,김도영,이민우,260506_205825,4,투심,145.0,0.797374,0.7083,3.342,1.621,R,6.35052,-129.01,-6.85718,-12.674,20.9842,-20.0547,김도영 : 삼진 아웃
9,Away,페라자,김건국,260506_210121,1,커브,117.0,-0.090321,0.7083,3.25,1.576,L,1.92675,-104.591,2.5714,5.65052,19.8491,-46.3006,페라자 : 삼진 아웃
9,Away,문현빈,김건국,260506_210333,1,커터,138.0,0.161459,0.7083,3.17,1.537,L,2.28611,-123.232,-3.32533,8.77003,19.7095,-30.1588,문현빈 : 삼진 아웃
9,Away,N/A,김건국,260506_210534,1,직구,146.0,-1.49568,0.7083,3.333,1.616,L,2.54721,-130.568,-1.61824,-12.0577,24.7569,-21.5069,
9,Away,노시환,김건국,260506_210846,1,커브,120.0,0.506514,0.7083,3.364,1.631,R,2.37795,-107.093,2.11079,8.33147,19.2186,-48.548,노시환 : 포수 스트라이크 낫 아웃 (포수 태그아웃)
9,Away,페라자,김건국,260506_210137,2,커브,121.0,0.567523,0.7083,3.25,1.576,L,1.79444,-107.741,3.92357,10.8009,20.1393,-48.069,페라자 : 삼진 아웃
9,Away,문현빈,김건국,260506_210349,2,커브,121.0,-0.43347,0.7083,3.17,1.537,L,0.345639,-108.197,0.790561,11.0446,22.0918,-49.2926,문현빈 : 삼진 아웃
9,Away,N/A,김건국,260506_210550,2,커터,136.0,0.742778,0.7083,3.333,1.616,L,4.20637,-122.056,-5.49955,6.37947,18.0266,-27.3401,
9,Away,노시환,김건국,260506_210909,2,커브,119.0,-0.128047,0.7083,3.364,1.631,R,0.136638,-106.69,2.39645,11.4076,19.2218,-47.2313,노시환 : 포수 스트라이크 낫 아웃 (포수 태그아웃)
9,Away,페라자,김건국,260506_210218,3,커터,136.0,-0.147198,0.7083,3.25,1.576,L,2.54531,-122.335,1.4917,4.53103,20.615,-28.7407,페라자 : 삼진 아웃
9,Away,문현빈,김건국,260506_210412,3,포크,136.0,-0.126122,0.7083,3.17,1.537,L,4.39025,-121.367,-5.6768,-6.60559,21.2033,-26.2416,문현빈 : 삼진 아웃
9,Away,N/A,김건국,260506_210607,3,커터,137.0,0.203496,0.7083,3.333,1.616,L,3.54361,-122.858,-4.06955,3.7186,18.5985,-28.2315,
9,Away,노시환,김건국,260506_210930,3,직구,144.0,0.439378,0.7083,3.364,1.631,R,6.33092,-128.789,-6.63513,-10.9515,21.2009,-22.6335,노시환 : 포수 스트라이크 낫 아웃 (포수 태그아웃)
9,Away,페라자,김건국,260506_210238,4,포크,138.0,0.057769,0.7083,3.25,1.576,L,4.35055,-123.448,-2.53131,-2.19213,22.7497,-29.2004,페라자 : 삼진 아웃
9,Away,문현빈,김건국,260506_210439,4,포크,137.0,-0.794165,0.7083,3.17,1.537,L,2.80576,-122.076,-5.39115,-4.81547,22.2167,-27.829,문현빈 : 삼진 아웃
9,Away,N/A,김건국,260506_210631,4,직구,144.0,0.101819,0.7083,3.333,1.616,L,5.46686,-129.138,-7.09867,-8.89965,26.5289,-16.0501,
9,Away,노시환,김건국,260506_211001,4,커브,121.0,-1.68826,0.7083,3.364,1.631,R,-2.84872,-107.957,4.93944,11.9817,19.5096,-47.922,노시환 : 포수 스트라이크 낫 아웃 (포수 태그아웃)
9,Away,페라자,김건국,260506_210304,5,직구,144.0,-1.15196,0.7083,3.25,1.576,L,2.4537,-128.435,-4.3176,-8.02661,23.6396,-17.6114,페라자 : 삼진 아웃
9,Away,문현빈,김건국,260506_210504,5,커터,139.0,1.31516,0.7083,3.17,1.537,L,5.35984,-124.533,-4.40146,6.56763,21.4978,-28.6805,문현빈 : 삼진 아웃
9,Away,N/A,김건국,260506_210702,5,커브,121.0,0.029936,0.7083,3.333,1.616,L,1.72256,-108.699,1.20333,8.32034,21.8538,-47.1799,
9,Away,노시환,김건국,260506_211028,5,커터,136.0,1.65322,0.7083,3.364,1.631,R,6.20319,-121.949,-5.24166,3.84617,21.6261,-32.7819,노시환 : 포수 스트라이크 낫 아웃 (포수 태그아웃)
9,Away,N/A,김건국,260506_210726,6,커브,120.0,-0.116614,0.7083,3.333,1.616,L,0.165079,-107.263,5.73598,12.2362,19.8558,-46.2199,
9,Away,노시환,김건국,260506_211051,6,커터,137.0,1.01247,0.7083,3.364,1.631,R,4.76899,-122.338,-5.6242,6.71256,19.8991,-29.0336,노시환 : 포수 스트라이크 낫 아웃 (포수 태그아웃)
9,Away,N/A,김건국,260506_210748,7,직구,145.0,0.008743,0.7083,3.333,1.616,L,5.97989,-130.231,-3.24731,-11.2665,27.1671,-20.1095,
9,Home,N/A,쿠싱,260506_211310,1,직구,149.0,-0.512514,0.7083,3.453,1.675,R,4.69855,-133.135,0.042011,-10.0229,27.0437,-18.3432,
9,Home,나성범,쿠싱,260506_211413,1,스위퍼,134.0,1.53616,0.7083,3.344,1.622,L,5.75225,-120.853,-1.34372,7.1306,22.652,-38.5352,나성범 : 삼진 아웃
9,Home,한승연,쿠싱,260506_211557,1,스위퍼,134.0,1.30268,0.7083,3.349,1.624,R,4.72914,-119.861,-3.40331,8.60733,20.5862,-36.162,한승연 : 삼진 아웃
9,Home,김태군,쿠싱,260506_211711,1,투심,149.0,1.28137,0.7083,3.355,1.627,R,8.82583,-133.503,-4.81064,-11.2283,24.8355,-24.7115,김태군 : 삼진 아웃
9,Home,N/A,쿠싱,260506_211323,2,직구,149.0,0.124941,0.7083,3.453,1.675,R,6.25912,-132.364,-6.41955,-12.6668,27.7515,-18.7611,
9,Home,나성범,쿠싱,260506_211429,2,직구,149.0,-0.842692,0.7083,3.344,1.622,L,3.55888,-133.241,-1.74303,-7.13991,22.278,-21.1243,나성범 : 삼진 아웃
9,Home,한승연,쿠싱,260506_211609,2,스위퍼,136.0,0.578881,0.7083,3.349,1.624,R,2.79764,-121.596,-0.570695,11.4173,19.8617,-36.1981,한승연 : 삼진 아웃
9,Home,김태군,쿠싱,260506_211725,2,투심,148.0,0.42323,0.7083,3.355,1.627,R,8.08136,-132.73,-6.54785,-17.6674,25.668,-23.1407,김태군 : 삼진 아웃
9,Home,나성범,쿠싱,260506_211456,3,직구,149.0,-0.440605,0.7083,3.344,1.622,L,4.89221,-134.523,0.005058,-9.35934,25.6951,-30.2623,나성범 : 삼진 아웃
9,Home,한승연,쿠싱,260506_211623,3,스위퍼,135.0,0.554045,0.7083,3.349,1.624,R,3.51804,-121.675,0.744151,7.11959,22.4294,-41.679,한승연 : 삼진 아웃
9,Home,김태군,쿠싱,260506_211739,3,스위퍼,136.0,0.477792,0.7083,3.355,1.627,R,2.52707,-122.056,-1.64862,12.3403,20.7306,-36.4231,김태군 : 삼진 아웃
9,Home,한승연,쿠싱,260506_211639,4,스위퍼,137.0,1.30032,0.7083,3.349,1.624,R,4.8081,-123.097,-2.08153,8.37977,21.9314,-34.2569,한승연 : 삼진 아웃
9,Home,김태군,쿠싱,260506_211753,4,직구,149.0,0.615695,0.7083,3.355,1.627,R,6.31804,-132.898,-5.19667,-5.70266,24.2464,-18.7437,김태군 : 삼진 아웃
9,Home,김태군,쿠싱,260506_211816,5,스위퍼,137.0,2.24728,0.7083,3.355,1.627,R,4.6535,-122.496,-2.78296,18.598,24.0268,-37.7156,김태군 : 삼진 아웃
